100	431	358	5061
100	418	368	10942
100	486	421	10855
100	360	313	10647
100	463	398	10695
100	417	358	5212
100	384	342	10954
100	487	412	5193
100	433	365	5283
100	457	387	5236
100	508	434	10519
100	521	440	10604
100	446	389	5064
100	432	376	5435
100	413	357	5405
100	461	393	10569
100	448	385	10880
100	461	395	5057
100	493	423	5240
100	469	400	5238
100	455	376	10506
100	474	408	5424
100	494	421	5125
100	400	338	10511
100	538	460	10548
100	512	425	5359
100	397	340	5167
100	482	418	5459
100	424	366	10503
100	533	448	5434
100	481	415	5355
100	503	432	5030
100	468	404	10623
100	456	392	5416
100	402	347	5021
100	375	320	10665
100	473	404	10958
100	430	370	5474
100	403	349	5132
100	425	367	10940
100	540	459	5058
100	467	383	5155
100	424	368	5491
100	422	355	5387
100	520	441	5299
100	451	386	10579
100	486	414	5438
100	545	466	10820
100	479	410	10626
100	175	164	5270
200	972	861	10673
200	954	853	21675
200	926	820	21699
200	835	749	21960
200	972	865	10281
200	1064	925	21524
200	927	822	21562
200	882	796	21127
200	942	831	10774
200	997	875	21451
200	855	752	10960
200	1003	883	21135
200	1147	1001	10036
200	674	623	10272
200	1003	883	21948
200	866	774	21781
200	908	811	21432
200	916	818	10177
200	1022	900	21220
200	1019	880	10615
200	937	832	10341
200	1073	941	21371
200	1017	898	10309
200	880	787	21336
200	1020	895	10722
200	1030	911	21024
200	1003	879	10098
200	838	742	21581
200	841	758	21209
200	750	681	10888
200	946	834	10928
200	983	867	21944
200	951	849	10475
200	953	843	10030
200	456	422	21477
200	965	848	10325
200	969	861	21274
200	871	775	21386
200	934	831	21317
200	1028	900	10165
200	895	804	21600
200	1070	941	21484
200	752	681	21887
200	784	703	21447
200	978	859	10981
200	861	772	10808
200	897	787	10547
200	1051	928	21334
200	1013	892	10791
200	868	760	21393
300	1432	1295	32479
300	1394	1255	32864
300	1303	1185	15585
300	1518	1359	16226
300	1335	1213	32871
300	1312	1191	32760
300	1372	1238	32186
300	1448	1309	16297
300	1515	1359	32473
300	1284	1169	32160
300	1474	1342	31937
300	1427	1279	15659
300	1577	1413	31626
300	1299	1178	32536
300	1531	1355	16092
300	1388	1260	32534
300	1475	1314	32601
300	1495	1341	16430
300	1515	1346	32763
300	1446	1302	15928
300	1424	1281	32255
300	1444	1289	15810
300	1556	1394	31901
300	1273	1153	32770
300	1407	1275	15483
300	1450	1325	32322
300	1516	1356	32342
300	1415	1255	32101
300	1477	1328	32059
300	1384	1251	32510
300	1413	1260	32337
300	1460	1317	15049
300	1413	1260	15044
300	1477	1329	15430
300	1538	1377	31555
300	1464	1318	32555
300	1682	1500	15639
300	756	693	15037
300	1450	1290	32770
300	1465	1333	32352
300	1198	1095	15177
300	1458	1304	16092
300	1419	1275	15992
300	1463	1305	32344
300	1087	992	16057
300	1275	1174	32756
300	1446	1295	15532
300	1172	1079	32126
300	1477	1324	31787
300	1415	1274	32961
400	1977	1777	20873
400	2002	1809	20086
400	1046	968	43990
400	1841	1681	42519
400	2118	1919	20628
400	1808	1652	43115
400	1953	1775	20204
400	2021	1830	20622
400	2001	1810	43572
400	1975	1798	21149
400	1825	1658	43784
400	1962	1786	20625
400	1885	1692	42311
400	1978	1799	42000
400	2054	1850	20315
400	1845	1684	43596
400	2042	1840	43995
400	1995	1809	21615
400	2064	1853	43225
400	1752	1608	21870
400	2209	1982	42036
400	2003	1833	43883
400	1931	1766	42996
400	1995	1827	42672
400	1880	1708	20421
400	2024	1822	43768
400	1880	1704	43140
400	1903	1730	20914
400	1917	1743	21409
400	1017	937	21962
400	1912	1730	21058
400	1898	1727	42732
400	2086	1885	20802
400	1884	1710	21819
400	2240	2041	42988
400	1945	1772	43441
400	2245	2026	21147
400	1976	1807	43988
400	1856	1708	20906
400	1615	1476	20959
400	1859	1684	42838
400	1802	1636	42926
400	1800	1649	20110
400	2004	1811	42255
400	2152	1921	42081
400	1956	1767	42256
400	1078	996	20926
400	1831	1661	43104
400	1922	1750	43094
400	2021	1827	42936
500	2618	2387	54408
500	2290	2110	53488
500	2408	2220	25275
500	2299	2105	25734
500	2079	1916	25641
500	2356	2150	53099
500	2454	2240	54868
500	2394	2164	53225
500	2658	2409	25325
500	2503	2289	25348
500	2384	2177	54747
500	2427	2218	52857
500	2397	2175	25114
500	2533	2295	25121
500	1238	1158	53191
500	2389	2173	25375
500	2439	2217	54541
500	2417	2201	27101
500	2473	2258	52516
500	2583	2343	54778
500	2401	2202	27136
500	2491	2271	52984
500	2419	2226	26420
500	2534	2301	27454
500	2256	2067	54701
500	2601	2356	27023
500	2705	2451	25874
500	2620	2385	25034
500	2576	2352	53789
500	2445	2225	27429
500	2439	2227	53932
500	2562	2334	25630
500	2706	2452	54595
500	2380	2184	52743
500	2657	2416	27358
500	2336	2155	54567
500	2607	2369	26782
500	2450	2229	26480
500	2543	2310	26172
500	2316	2142	25023
500	2427	2219	27272
500	2476	2260	26757
500	2273	2084	54005
500	2661	2423	25600
500	2182	2017	54909
500	2350	2162	26733
500	2348	2155	27129
500	2412	2198	53388
500	2267	2077	25937
500	2409	2200	54834
600	2921	2670	30103
600	2780	2566	31121
600	2812	2603	32811
600	3104	2830	30802
600	2623	2431	30657
600	2862	2616	31379
600	3149	2885	30564
600	3221	2952	31879
600	3071	2806	63840
600	2916	2675	30857
600	2748	2545	32021
600	2920	2677	31145
600	2419	2254	31910
600	3298	3002	65333
600	3018	2767	30094
600	2778	2563	64600
600	2838	2618	63906
600	3031	2790	32257
600	2987	2743	64060
600	2969	2707	31330
600	3102	2849	64975
600	3162	2890	63583
600	3257	2957	31085
600	3039	2787	64434
600	2944	2700	65981
600	2438	2253	65350
600	3089	2817	64817
600	3051	2774	64442
600	2731	2522	31201
600	2792	2568	65276
600	1571	1475	63701
600	2891	2656	65542
600	2700	2496	64489
600	3207	2919	65032
600	3126	2859	30804
600	2874	2650	63926
600	3009	2749	63279
600	3219	2930	32753
600	3282	2973	65300
600	3022	2765	31313
600	3094	2841	65235
600	3045	2768	65496
600	3008	2765	31759
600	3002	2753	30356
600	3141	2870	30038
600	2779	2561	32786
600	3074	2791	30920
600	3009	2756	65369
600	3028	2761	31061
600	3149	2872	32508
700	3728	3419	35263
700	3581	3282	36335
700	3352	3079	75460
700	3221	2973	37527
700	3523	3243	35725
700	3340	3115	76241
700	3275	3025	35974
700	3543	3258	75910
700	3480	3229	36413
700	3369	3132	73786
700	3296	3057	36123
700	3433	3162	35948
700	3388	3113	37512
700	3272	3044	35049
700	3512	3212	35886
700	3663	3375	75267
700	4068	3683	74885
700	3417	3155	38216
700	3449	3173	76007
700	3397	3152	74294
700	3464	3204	35608
700	3427	3152	74694
700	3765	3458	35612
700	3475	3197	35453
700	3335	3075	75191
700	3510	3248	37372
700	3488	3213	36585
700	3582	3309	35461
700	3406	3148	76730
700	3429	3148	76562
700	3487	3199	75882
700	3547	3272	35429
700	3428	3149	37548
700	2600	2440	75167
700	3232	3019	75828
700	3508	3230	37117
700	3666	3376	37198
700	3778	3484	76342
700	3770	3474	73604
700	3364	3099	75785
700	3800	3463	76301
700	3413	3158	36850
700	3634	3350	37716
700	3228	2992	37003
700	3405	3128	74187
700	3410	3154	37826
700	3411	3142	35075
700	3780	3465	37322
700	3513	3237	38384
700	3553	3265	37161
800	3693	3429	85480
800	3965	3685	84367
800	3970	3681	43325
800	3945	3652	43540
800	3830	3539	84690
800	4390	4040	40734
800	4107	3765	86526
800	3952	3647	86400
800	4046	3722	43184
800	4189	3853	85312
800	3883	3590	43639
800	4016	3706	87234
800	3428	3199	85549
800	4211	3886	43843
800	4004	3707	87496
800	4130	3789	40782
800	4153	3815	84118
800	3932	3682	86868
800	3953	3658	41797
800	3981	3685	86135
800	4046	3737	84457
800	4094	3798	84926
800	4123	3782	86224
800	3738	3479	85472
800	3788	3528	87806
800	4165	3828	40284
800	4209	3872	86805
800	3970	3678	87946
800	3823	3557	41151
800	3979	3665	87862
800	4154	3823	87174
800	4000	3689	43191
800	3563	3325	41440
800	3893	3611	42443
800	3815	3532	84590
800	4134	3838	43789
800	3893	3626	40482
800	3857	3597	40457
800	3775	3504	41903
800	3797	3552	40680
800	3807	3528	40555
800	4237	3886	42573
800	3342	3123	40978
800	3809	3524	42350
800	4153	3821	41619
800	3905	3619	40975
800	4132	3824	40409
800	4316	3947	43024
800	3956	3646	43903
800	3718	3460	87967
900	4654	4291	45560
900	2369	2211	96338
900	4433	4113	96775
900	4377	4039	95707
900	4177	3909	48543
900	4676	4324	48631
900	4585	4247	46788
900	4538	4217	45512
900	4653	4314	96003
900	4656	4308	94913
900	4498	4161	45468
900	4817	4447	98236
900	4757	4381	97193
900	4705	4329	46954
900	4573	4233	94945
900	4694	4329	96480
900	4571	4264	95895
900	4607	4270	96249
900	4725	4371	48770
900	4590	4244	48524
