100	247	216	2391
100	289	260	2281
100	393	359	940
100	293	263	2282
100	269	247	2246
100	208	190	2510
100	291	257	960
100	313	284	2559
100	253	231	2644
100	354	319	2532
100	258	237	2181
100	281	255	2209
100	363	330	2586
100	232	214	2206
100	210	194	683
100	310	278	971
100	265	240	1152
100	341	307	2582
100	257	238	2600
100	137	130	2482
100	280	252	2168
100	256	232	2292
100	295	267	730
100	400	363	672
100	349	319	959
100	257	232	1013
100	245	226	891
100	355	320	2375
100	284	259	963
100	215	197	2202
100	313	282	977
100	271	246	1153
100	251	226	2528
100	305	273	2379
100	216	200	1059
100	211	195	934
100	253	226	2422
100	275	251	775
100	276	247	2437
100	123	117	2231
100	133	125	2344
100	350	314	2258
100	248	227	2398
100	249	226	1093
100	246	222	796
100	306	276	1013
100	272	246	2215
100	273	246	2310
100	247	223	2662
100	237	218	2647
200	501	473	4448
200	321	304	5112
200	453	423	1583
200	581	537	1462
200	480	450	1557
200	549	508	1350
200	494	460	5281
200	493	460	2236
200	563	531	1686
200	501	468	4342
200	619	573	4980
200	517	480	4485
200	460	437	1364
200	521	487	1492
200	619	573	4670
200	688	638	4366
200	457	431	2185
200	580	538	5121
200	240	232	1780
200	509	471	4708
200	492	463	1766
200	428	407	4784
200	551	513	5097
200	546	509	1906
200	502	470	4535
200	505	473	1915
200	593	550	4606
200	577	534	4701
200	467	438	4957
200	578	544	2318
200	508	471	4664
200	510	477	5310
200	541	504	4666
200	259	250	4336
200	511	473	4518
200	512	477	5246
200	444	419	1687
200	516	483	5236
200	623	578	4842
200	523	490	2189
200	510	478	4859
200	500	469	1764
200	295	282	4671
200	495	463	4366
200	435	414	1336
200	438	417	4420
200	684	633	4803
200	257	249	1699
200	562	524	4861
200	462	432	5325
300	870	828	7887
300	816	771	7022
300	832	784	7371
300	917	855	7283
300	806	756	7107
300	826	775	7596
300	820	782	7452
300	897	845	6627
300	800	764	7437
300	846	789	7108
300	820	766	2284
300	861	810	7758
300	400	387	2466
300	881	828	7130
300	902	841	7147
300	993	922	2296
300	886	833	7212
300	688	657	2074
300	877	820	3008
300	840	793	7507
300	785	737	7142
300	863	812	7611
300	762	727	6575
300	728	688	3275
300	822	773	3199
300	898	840	2733
300	831	784	3068
300	923	859	2765
300	861	812	7006
300	984	921	7520
300	787	750	6908
300	803	766	7522
300	791	747	2607
300	714	678	7113
300	796	762	3198
300	795	750	7779
300	776	732	6914
300	773	727	6858
300	743	706	2313
300	939	889	7425
300	838	795	6851
300	865	815	2233
300	754	710	2861
300	788	744	7251
300	919	862	6848
300	765	725	7221
300	917	863	6545
300	765	727	3381
300	846	804	6994
300	823	772	7648
400	456	448	3924
400	1036	992	8878
400	900	867	10115
400	1180	1111	9151
400	1035	980	3533
400	901	866	3424
400	1030	989	4166
400	864	836	10105
400	1026	986	3009
400	903	869	2928
400	998	950	9022
400	1176	1113	2873
400	452	446	3166
400	1152	1096	3420
400	1197	1137	3260
400	1115	1065	8816
400	912	877	9177
400	1109	1054	9905
400	924	884	10232
400	892	852	3071
400	962	922	10595
400	1180	1129	10417
400	964	921	9572
400	1101	1041	2803
400	934	892	3690
400	1164	1106	10626
400	983	943	3707
400	457	450	3685
400	1039	991	10485
400	973	924	4291
400	911	873	9727
400	960	915	10230
400	1098	1057	9288
400	1109	1058	2667
400	978	933	9991
400	873	842	3239
400	1122	1065	4075
400	994	945	9263
400	1069	1018	9565
400	971	933	3864
400	1307	1224	8725
400	870	840	3529
400	1115	1053	9040
400	1007	970	3896
400	994	942	2686
400	1000	958	8966
400	801	776	10172
400	1000	954	3840
400	918	889	4360
400	983	936	10226
500	1133	1087	12669
500	1468	1393	11325
500	1498	1416	11364
500	650	629	12017
500	1384	1320	10945
500	1366	1312	11527
500	1440	1369	13150
500	1243	1187	12910
500	1283	1231	4250
500	1359	1294	4773
500	1428	1356	12174
500	1256	1200	5754
500	1360	1299	3345
500	1382	1311	4615
500	1434	1372	5438
500	1333	1269	5199
500	1704	1608	12668
500	1375	1312	12932
500	1494	1417	12396
500	1442	1370	12630
500	1479	1404	11292
500	1400	1332	12676
500	1290	1231	3378
500	1476	1395	3757
500	1357	1285	5512
500	1411	1340	4867
500	1233	1177	5505
500	1361	1309	13173
500	1402	1339	5059
500	1333	1270	4726
500	1420	1352	12416
500	1256	1207	13117
500	1382	1324	5734
500	1454	1381	13304
500	1583	1498	3667
500	1466	1395	13017
500	1313	1250	11406
500	1436	1355	11425
500	1571	1487	12147
500	1480	1403	11487
500	1401	1327	5500
500	1286	1227	5387
500	1323	1258	12610
500	1310	1250	12294
500	1277	1213	12394
500	1581	1499	12647
500	1451	1373	5788
500	1433	1369	3411
500	1387	1314	5018
500	1412	1343	4198
600	1650	1585	13575
600	1671	1589	4829
600	1533	1472	5851
600	1606	1543	15749
600	1636	1560	6053
600	1694	1616	14818
600	1605	1534	6857
600	1746	1667	6287
600	1614	1544	6176
600	1536	1478	5761
600	1796	1710	13351
600	1730	1647	4145
600	1351	1306	5413
600	1587	1521	13211
600	1756	1665	5572
600	1440	1381	15901
600	1442	1380	6440
600	1408	1363	14839
600	1540	1473	13395
600	1562	1495	15433
600	1894	1798	6855
600	1830	1739	15168
600	796	772	5746
600	1761	1672	5818
600	1820	1732	14247
600	1575	1501	15347
600	1497	1437	5989
600	1341	1303	14460
600	1628	1555	5101
600	1546	1476	4665
600	1635	1567	13750
600	1723	1636	4549
600	1841	1740	14830
600	1800	1711	15215
600	1666	1586	6158
600	1810	1725	6654
600	1750	1671	15930
600	1547	1483	4664
600	874	843	13577
600	1475	1421	14566
600	1590	1527	15584
600	1456	1398	14110
600	1802	1719	4476
600	1521	1453	14987
600	1582	1510	15630
600	1517	1456	15739
600	1626	1546	5891
600	1536	1470	6884
600	1606	1531	15822
600	1561	1496	13567
700	1947	1866	7850
700	2009	1914	15199
700	1732	1671	6163
700	2050	1945	4929
700	2220	2093	16064
700	1111	1068	7301
700	1913	1816	5783
700	1777	1706	15948
700	1871	1804	7819
700	1807	1738	7316
700	1843	1763	5786
700	1905	1828	5102
700	1976	1889	18554
700	1718	1654	16216
700	2021	1933	15692
700	1766	1694	16275
700	2218	2108	16763
700	1908	1836	5186
700	1992	1909	18553
700	1999	1917	15310
700	1921	1836	6408
700	2231	2117	17303
700	1706	1646	17681
700	2114	2007	7628
700	2184	2086	5508
700	1880	1806	6354
700	2072	1978	5882
700	1899	1827	6736
700	1775	1695	16974
700	2122	2024	5413
700	2086	1997	7306
700	1865	1785	6757
700	1899	1816	5445
700	1906	1820	16105
700	1984	1898	18065
700	1935	1850	7286
700	1754	1692	5837
700	1838	1758	5617
700	1873	1794	7866
700	1887	1805	16053
700	1963	1876	4793
700	2208	2099	6462
700	2077	1986	6698
700	1775	1715	17786
700	1841	1771	16771
700	1852	1780	7104
700	2106	2014	6222
700	1700	1643	15855
